"","cmt1","cmt2","cmt3","cmt4","cmt5","cmt6","cmt7","cmt8","cmt9","cmt10","cmt11","cmt12","cmt13","cmt14","cmt15","cmt16","cmt17","cmt18","cmt19","cmt20","cmt21","cmt22","cmt23","cmt24","cmt25","cmt26"
"TCGA-HZ-7918-01A",0.298361184071188,0.265413626112929,0.233287528591158,-0.342239712343677,0.106015880991452,-0.452973208497842,0.203526703713935,0.420326431231507,0.166049120953577,0.0108427865063675,0.342994470902339,0.155248053351271,0.883426117570113,-0.369199279648501,-0.353727453284358,-0.256263238548199,0.231737080658559,0.0693170189686679,-0.0748611650183687,0.19019170428531,0.208090048208183,-0.585806597162185,-0.0563646338335174,-0.032492584547276,0.19720390243631,-0.260227518885655
"TCGA-XD-AAUI-01A",0.275304285070059,0.261192552215238,0.165137722014692,-0.288370433526313,0.132435637128931,-0.253109847181804,0.215942704760382,0.209348498082123,0.151922466862185,0.0548294899498078,0.40206491765067,0.332021218536921,0.36918747172049,2.76055738438164,-0.3183755144567,-0.204186790191749,0.201712591765255,-0.233628430731832,-0.108233520534995,0.209300607720613,0.208540811501278,-0.603727195312899,-0.186242150063161,-0.0502540630888904,0.252225632937067,-0.24521358747279
"TCGA-IB-AAUO-01A",0.236590279236282,0.269107861112952,0.203128277986031,-0.514552057927135,0.244247493836597,-0.163215230667115,0.278552737416028,0.228220771792925,0.297094519618901,-0.37136742778018,0.224321541966117,-0.620723806541877,0.652784408815971,-0.336493346397442,-0.263098511497263,0.011401096435089,0.334037706993286,-0.281685460576504,-0.353243296082591,0.227444863772214,0.217782984081234,-0.209654863181038,-0.220708139078177,-0.116255425078484,0.261686088121426,-0.311377797503175
"TCGA-PZ-A5RE-01A",0.200602104470786,0.28667013504701,0.206944139920193,-0.290129538123369,0.24153122973585,0.0805824164251064,0.278294611708339,0.297094217251368,0.234364932528168,-0.364584297923812,0.277156690054893,-0.573912529883001,-0.166197209454242,-0.152393417547876,-0.271361648168898,-0.125808962215466,0.279527509428115,-0.420808812122635,-0.292726228517571,0.25383674182069,0.237532779754427,-0.30495377017361,-0.382730534759311,-0.0981514962462839,0.219961247494604,-0.213200467972264
"TCGA-2J-AABA-01A",0.196524441967111,0.195956179944094,0.183217065624651,-0.232945101931118,0.184930009887645,-0.270986048274854,0.243253660623041,0.110316877782145,0.1742697670118,-0.278700049804648,0.303252551909729,0.0882267862145457,0.572075840186937,-0.354348374838787,-0.261303002908466,-0.00871579538183992,0.221905064082377,-0.387979097297334,-0.199465148699026,0.223356019584301,0.214514247477266,-0.271635861364797,-0.279474582462119,-0.0786762656106268,0.225710615073486,-0.192070977729161
"TCGA-HV-A5A4-01A",0.176492365604419,0.288910050552643,0.127365774337353,-0.13563217366603,0.249748875855837,-0.172491143412007,0.278002444707282,0.316938543866121,0.30375800259948,-0.326563784801465,0.130414655413469,-0.867783399821852,0.0777762125155312,0.0107835647126809,-0.232547425987557,0.0579052442642961,0.335419807061624,-0.0118509015374095,-0.461402833447004,0.220977180017977,0.220465824094939,-0.199810495642254,-0.355173394518877,-0.125238018495322,0.161845035852565,-0.23792033704912
"TCGA-3A-A9IZ-01A",0.17265627066651,0.258304008639387,0.166318342707973,-0.444233697766712,0.252034318357345,-0.250283963598359,0.239418278438543,-0.0442715944775293,0.23493398816155,-0.256108781037841,0.259734044498224,-0.341531164075535,-0.24043167462481,-0.286214805021101,-0.289234935168216,-0.0594086741000063,0.208186735058571,-0.549308825727178,-0.205508330089987,0.193787962999321,0.204027287607828,-0.0909506702777717,-0.359366702891643,-0.0821894908063893,0.222539881789308,-0.264194869187196
"TCGA-XD-AAUL-01A",0.250986250869595,0.245251155339504,0.232287672454019,-0.559477547055288,0.212331828367804,-0.0806975500530321,0.273851121441293,0.122616610983368,0.204284536122321,-0.118647456792928,0.349282129839247,0.14859634034694,0.486805257100884,-0.295940747481516,-0.355487088673757,-0.0960267338637942,0.269396380674835,-0.884947058144123,-0.173230885485488,0.207624294039607,0.229736803581203,-0.28862133208183,-0.327298902328889,-0.0917029572056903,0.194477213397328,-0.232037736208783
"TCGA-IB-7886-01A",0.13938729843902,0.305423343931808,0.178223291117873,-0.154637714295379,0.262296868837856,-0.150452129303547,0.258317386489915,0.198371613665021,0.265194092117131,-0.327615955038604,0.126737105965787,-0.577072588301063,-0.0018270588439681,-0.228458200699961,-0.227143323352714,-0.0130745376444901,0.258784839978132,-0.550888195108515,-0.300553287576356,0.243630838886228,0.235255020663017,2.70302295202971,-0.398144855023414,-0.12966481007068,0.288097906618783,-0.201787542037228
"TCGA-S4-A8RM-01A",0.168636171715231,0.340985682587396,0.128354628109723,0.0078974609116052,0.273991262572206,-0.16774050813357,0.280751147068504,0.30766602895535,0.38897977026777,-0.511800646364633,-3.56816330961147,-0.0444039806643817,-0.180901377619943,-0.126740107594919,-0.156160194324037,0.0297957275923752,0.367997234205902,-0.202923531023072,-0.42098541408115,0.235112144365926,0.214421178243981,2.92414710765544,-0.454744929614502,-0.124723303578804,0.200806871182473,-0.255025961204723
"TCGA-HZ-A49H-01A",0.306401591295756,0.234514949112042,0.155230986919292,-0.420938271284765,0.113597884913988,-0.576034200404356,0.225665237063923,0.442105364311291,0.150429415990425,0.0367268952367155,0.360909281137211,0.0330131993963459,0.367013764319197,-0.357548437345681,-0.348501157811097,-0.361817796835993,0.217188126231348,-0.129070204393433,-0.013144041362993,0.183628459866167,0.217659343643227,-0.634529919639658,-0.120525129966632,-0.0317093446107228,0.270245716128002,-0.250007511078193
"TCGA-HZ-8636-01A",0.219666235994345,0.277969798593902,0.198879876218377,-0.0706164365048736,0.167971130486365,-0.0656164234642338,0.247589574422144,0.284974999474627,0.127361750617048,-0.154230805472702,0.216151434870145,-0.484322215495528,0.536592845422482,-0.315281211292935,-0.304335403719713,-0.154979613333636,0.269318481160595,-0.138280401376724,-0.192705898402357,0.26076667923457,0.224367983700682,-0.425538561787351,-0.328786862698093,-0.0726794195452893,0.174893721301756,-0.232272729724872
"TCGA-IB-AAUU-01A",0.218947942537599,0.309843467133047,0.138528857574009,-0.171745961453353,0.250596992410667,-0.168118668999699,0.279910930196478,0.12393960230747,0.345506631090032,-0.287082294159061,0.197912435474672,-0.499427825383487,0.291249649876927,-0.215673520521454,-0.264871037256362,-0.0735048594820018,0.295793307268711,-0.426860479673841,-0.430904302600543,0.208217912464326,0.225886237244335,-0.183376479810668,-0.355790728415086,-0.111345033208506,0.185447123867622,-0.258064203559653
